file,word,context,suggestions,confidence,rule_id
2016-05-02-komaniya-multimechanics-obyavila-ob-inte.md:title,Комания,Комания  объявила об интеграции своего продукта  в среду .,Компания | Копания | Ко мания | Ко-мания | Компаниях,LOW,SPELLING
2016-05-02-komaniya-multimechanics-obyavila-ob-inte.md:body,Чем-то,"Из описания можно сделать вывод, что  будет доступен в ближайшем месяце на портале поддержки ANSYS.
",Четно | Четою | Четой | Четок | Чебот,LOW,SPELLING
2016-05-05-interesnye-novosti-proishodyat-mezhdu-praz.md:title,когда-то,Интересные новости происходят между праздниками. Команда   Pro открывает исходные коды своего планир,когда | богато | рогато | космато | поддато,LOW,SPELLING
2016-05-18-vot-tak-v-odnom-proekte-udalos-sovmest.md:title,кэширования,"Вот так, в одном проекте удалось совместить все лучшие практики : тут и , и  для ускорения расчетов,",хеширования | кодирования | копирования | купирования | курирования,LOW,SPELLING
2016-05-18-vot-tak-v-odnom-proekte-udalos-sovmest.md:title,вживую,"Вот так, в одном проекте удалось совместить все лучшие практики : тут и , и  для ускорения расчетов,",живую | лживую | вживлю | вшивую | лживый,LOW,SPELLING
2016-05-18-vot-tak-v-odnom-proekte-udalos-sovmest.md:body,ВОЕНМЕХ,"Мы это сделали!

Проектирование вычислительного кластера БГТУ «ВОЕНМЕХ» им. Д.Ф.Устинова | Инженерны",ВОЕН МЕХ | ВОЕН-МЕХ,LOW,SPELLING
2016-05-18-vot-tak-v-odnom-proekte-udalos-sovmest.md:body,Устинова,"Мы это сделали!

Проектирование вычислительного кластера БГТУ «ВОЕНМЕХ» им. Д.Ф.Устинова | Инженерны",Устина | Установка | Устином | Останова | Устин,LOW,SPELLING
2016-05-19-novost-po-zhelezu-nvidia-nachinaet-mass.md:body,числодробилкой,"Теперь у них есть  M60/M6 которая может быть как визуализатором, так и числодробилкой - это хорошо. ",число дробилкой | число-дробилкой,LOW,SPELLING
2016-05-21-19-maya-ansys-obyavil-o-svoey-novoy-tehn.md:title,ака,19 мая  объявил о своей новой технологии ANSYS  ( ) для работы с большими данными (ака ).,акаю | акад | акай | акал | акая,LOW,SPELLING
2016-05-21-19-maya-ansys-obyavil-o-svoey-novoy-tehn.md:body,софт,Первым продуктом на базе данной технологии становиться ANSYS  ( ) предназначенный для проектирования,софит | соф | сот | кофт | софа,LOW,SPELLING
2016-05-21-grabcad-resurs-sobirayuschiy-3d-i-cad-m.md:body,политеха,В рамках проекта предлагается печать любых моделей из каталога сайта по вашему заказу. Этакий аналог,политеса | полита | потеха | политес | политых,LOW,SPELLING
2016-05-23-sozdateli-modeli-betona-kcc-dlya-lsdyna.md:body,взрывозащитную,"На этот раз они бахнули взрывозащитную стену.

K&C: Test of Blast Resistant Curtain Wall System",взрывозащиту | взрывозащитою | взрывозащита,LOW,SPELLING
2016-05-23-ya-kak-to-umudrilsya-propustit-oblachnyy-s.md:title,как-то,Я как-то умудрился пропустить облачный сервис для  расчетов от команды .,факто | какао | акт,LOW,SPELLING
2016-05-24-i-v-dogonu-ko-vcherashney-novosti-pro-sim.md:title,догону,И в догону ко вчерашней новости про  - вебинар от  (облачный ) посвященной их совместной работе.,догоню | догони | погону | до гону | до-гону,LOW,SPELLING
2016-05-25-hotite-nachat-nemnogo-razbiratsya-v-hpc.md:body,блогов,"Мои друзья из  или Bright Computing разместили у себя обзор лучших HPC блогов.

8 Best HPC Blogs To ",богов | логов | блоков | слогов | бог,LOW,SPELLING
2016-05-27-dlinnyy-url-pablika-sokraschen-teper-eg.md:title,паблика,Длинный URL паблика сокращен - теперь его еще проще запомнить!,публика | Павлика | па блика | па-блика | паб лика,LOW,SPELLING
2016-05-27-dlinnyy-url-pablika-sokraschen-teper-eg.md:body,Вконтакте,"Читайте во Вконтакте:  
Читайте в Twitter:  

Magic DPD (@magicdpd) | Твиттер",Контакте | Контактен | Контракте | Контакт | Контакта,LOW,SPELLING
2016-05-27-dlinnyy-url-pablika-sokraschen-teper-eg.md:body,Твиттер,"Читайте во Вконтакте:  
Читайте в Twitter:  

Magic DPD (@magicdpd) | Твиттер",Свитер | Винтер | Эмиттер,LOW,SPELLING
2016-05-30-predstavte-volshebnyy-mir-k-kotorom-pow.md:body,какая-то,"А  такое уже сделал! Получается с данным пакетом какая-то жизнь в розовом цвете:
- геометрию подгота",какао | какая | какают | какает | какало,LOW,SPELLING
2016-05-30-predstavte-volshebnyy-mir-k-kotorom-pow.md:body,верификационным,"А  такое уже сделал! Получается с данным пакетом какая-то жизнь в розовом цвете:
- геометрию подгота",сертификационным | тарификационным | сертификационный | тарификационный,LOW,SPELLING
2016-05-30-vy-navernyaka-slyshali-pro-elektricheskiy-m.md:body,Мартиалы,"Этот проект - отличный пример работы аддитивных технологий.

Но мне намного больше интересно програм",Маралы | Маршалы | Марал | Марта | Марти,LOW,SPELLING
2016-05-31-britanskaya-leat-manufacturing-assambly.md:title,прогамного,"Британская Leat Manufacturing & Assambly Technology, или просто , специализируется на разработке про",программного | поганого | прогнанного | проемного | проданного,LOW,SPELLING
2016-05-31-britanskaya-leat-manufacturing-assambly.md:title,термореактивных,"Британская Leat Manufacturing & Assambly Technology, или просто , специализируется на разработке про",турбореактивных | турбореактивный | турбореактивные | турбореактивным,LOW,SPELLING
2016-06-01-bolshoy-doklad-po-sistemam-vizualizatsii.md:body,кодек,"Полезно узнать про их новый видео кодек.

Citrix Synergy 2016 - SYN208 - Power HDX 3D applications w",кодекс | коде | коек | конек | кошек,LOW,SPELLING
2016-06-02-onshape-vykatili-instrument-dlya-paramet.md:title,кастомизации, выкатили инструмент для параметризации и кастомизации своего облачного .,атомизации | атомизация | атомизацию,LOW,SPELLING
2016-06-03-prodolzhaya-temu-ntopology-i-autodesk-w.md:body,изоповерхности,В 14-ой версии OptiStruct получил возможность создавать пористые конструкции на основе результатов т,изо поверхности | изо-поверхности,LOW,SPELLING
2016-06-07-video-chto-by-zadumatsya-o-prirode-podem.md:body,Коа,"А как насчет учета эффект Коа́нда? Все специалисты по  приглашаются на !

Airfoil | How it generates",Ока | Кода | Кока | Кола | Кома,LOW,SPELLING
2016-06-07-video-chto-by-zadumatsya-o-prirode-podem.md:body,нда,"А как насчет учета эффект Коа́нда? Все специалисты по  приглашаются на !

Airfoil | How it generates",дна | над | да | на | энда,LOW,SPELLING
2016-06-08-davno-u-menya-ne-bylo-rabot-ot-predictive.md:body,Цая-Ву,После долгого перерыва ребята порадовали большим видно с рассказом о их расчете композитного контейн,Наяву | Яву | Халяву | Заявку | Айву,LOW,SPELLING
2016-06-09-ansys-delaet-shikarnyy-podarok-dlya-stude.md:body,Сохранённая,"Если с раньше с ANSYS Student вам не надо было платить за лицензии, то теперь вам даже не надо покуп",Сохраненная | Сохранная | Сохраненный | Сохранный,LOW,SPELLING
2016-06-09-eto-ne-hentay-eto-prezentatsiya-ansys.md:title,хентай,Это не хентай - это презентация    на японском!,хунта | лента | рента | хунтах | хунтам,LOW,SPELLING
2016-06-10-nashel-horoshego-bro-cadbro-universal.md:title,Бро,"Нашел хорошего Бро:  - универсальный  процессор, способный просматривать, конвертировать, редактиров",Бор | Бюро | Брод | Бром | Буро,LOW,SPELLING
2016-06-10-nashel-horoshego-bro-cadbro-universal.md:body,Сохранённая,"Дело за маленьким - $1500

~~  → Сохранённая версия

*Оригинальная ссылка больше не доступна*",Сохраненная | Сохранная | Сохраненный | Сохранный,LOW,SPELLING
2016-06-11-interesnyy-fakt-pervye-polzovateli-an.md:body,Свонсоном,"Интервью с самим профессором Джоном Свонсоном (Dr. John A. Swanson), основанием компании , Inc. в ра",Спонсором | Спонсор | Спонсорам | Спонсоров,LOW,SPELLING
2016-06-11-interesnyy-fakt-pervye-polzovateli-an.md:body,лльского,"Интервью с самим профессором Джоном Свонсоном (Dr. John A. Swanson), основанием компании , Inc. в ра",ульчского | галльского | аульского | июльского | мальского,LOW,SPELLING
2016-06-11-interesnyy-fakt-pervye-polzovateli-an.md:body,университе,"Интервью с самим профессором Джоном Свонсоном (Dr. John A. Swanson), основанием компании , Inc. в ра",университет | университета | университете | университету | университеты,LOW,SPELLING
2016-06-11-interesnyy-fakt-pervye-polzovateli-an.md:body,Свонсон,"Интервью с самим профессором Джоном Свонсоном (Dr. John A. Swanson), основанием компании , Inc. в ра",Спонсор | Спонсора | Спонсоре | Спонсору | Спонсоры,LOW,SPELLING
2016-06-11-interesnyy-fakt-pervye-polzovateli-an.md:body,лльском,"Интервью с самим профессором Джоном Свонсоном (Dr. John A. Swanson), основанием компании , Inc. в ра",ульчском | галльском | лоском | аульском | июльском,LOW,SPELLING
2016-06-12-s-udivleniem-dlya-sebya-uznal-chto-u-plat.md:title,брендом,"С удивлением для себя узнал, что у   (Load Sharing Facility) принадлежащего компании  теперь есть бе",бредом | бренном | бред,LOW,SPELLING
2016-06-12-u-politeha-est-takaya-interesnaya-stranich.md:title,Политеха,"У Политеха есть такая интересная страничка, на которой можно записаться на различные лекции.",Политеса | Полита | Потеха | Политес | Политых,LOW,SPELLING
2016-06-12-u-politeha-est-takaya-interesnaya-stranich.md:body,Ломова,"Например на лекцию по композитам от профессора Ломова, что будет в сентябре, я постараюсь обязательн",Ломовая | Ломов | Логова | Ломота | Домовый,LOW,SPELLING
2016-06-12-u-politeha-est-takaya-interesnaya-stranich.md:body,СПбПУ,"Например на лекцию по композитам от профессора Ломова, что будет в сентябре, я постараюсь обязательн",Спеху | Спячу | СПИДу | Папуа,LOW,SPELLING
2016-06-13-esli-vy-deystvitelno-sobiraetes-prinyat.md:title,проводимомКорне,Если вы действительно собираетесь принять участие в учебном курсе проводимомКорне́лльским университе,проводимом Корне | проводимом-Корне,LOW,SPELLING
2016-06-13-esli-vy-deystvitelno-sobiraetes-prinyat.md:title,лльским,Если вы действительно собираетесь принять участие в учебном курсе проводимомКорне́лльским университе,ульчским | галльским | льстим | аульским | июльским,LOW,SPELLING
2016-06-13-esli-vy-deystvitelno-sobiraetes-prinyat.md:title,университе,Если вы действительно собираетесь принять участие в учебном курсе проводимомКорне́лльским университе,университет | университета | университете | университету | университеты,LOW,SPELLING
2016-06-14-a-gde-zhe-gryaz-tak-mozhno-perevesti.md:body,блоге,""" - так можно перевести заметку в блоге . В данной заметке MSC рассказывает о возможности связывать ",боге | логе | благе | блохе | блоке,LOW,SPELLING
2016-06-14-uvy-i-ah-ansys-workbench-lsdyna-act.md:title,багфикс,"Увы и ах:     17.0 наконец появился, но не принес никаких изменений в функционал - только минорный б",аффикс | аффикса | аффиксе | аффиксу | аффиксы,LOW,SPELLING
2016-06-17-esche-raz-o-tom-pochemu-tehnologii-virtual.md:title,многопоточности,"Еще раз о том, почему технологии виртуальной многопоточности (Intel Hyper-Treading и AMD Cluster-bas",много поточности | много-поточности,LOW,SPELLING
2016-06-17-esche-raz-o-tom-pochemu-tehnologii-virtual.md:title,виртуализацией,"Еще раз о том, почему технологии виртуальной многопоточности (Intel Hyper-Treading и AMD Cluster-bas",визуализацией | визуализация | визуализациею,LOW,SPELLING
2016-06-17-esche-raz-o-tom-pochemu-tehnologii-virtual.md:title,многопоточностью,"Еще раз о том, почему технологии виртуальной многопоточности (Intel Hyper-Treading и AMD Cluster-bas",много поточностью | много-поточностью,LOW,SPELLING
2016-06-18-ne-ochen-otechestvennyy-cfd-kod-flowvis.md:title,пересобрали,Не очень отечественный  код  пересобрали для процессоров отечественных  разработанных . Отечественно,пере собрали | пере-собрали | перебрали | перегорали | переизбрали,LOW,SPELLING
2016-06-19-bolshoy-vebinar-po-rabote-xflow-v-oblak.md:body,масштабируемости,Рассказывают о масштабируемости  кода и показывают полный рабочий процесс при расчете модели в облак,масштабируем ости | масштабируем-ости,LOW,SPELLING
2016-06-20-u-lsdyna-i-esi-pam-crash-yavno-raznye-v.md:title,физичнее,"У  и  Pam-Crash явно разные взгляды на то, с какой стороны надо ломать трубу. Мне вот кажется, что ф",физичек | физичке | циничнее | физичка | циничный,LOW,SPELLING
2016-06-21-a-nevedoma-zverushka.md:body,суперкомпьютеров,"""А неведома зверушка""
Китайцы опять возглавили  суперкомпьютеров по версии  (High Perfomance ). На э",супер компьютеров | супер-компьютеров,LOW,SPELLING
2016-06-21-a-nevedoma-zverushka.md:body,суперкомпьютеров,"""А неведома зверушка""
Китайцы опять возглавили  суперкомпьютеров по версии  (High Perfomance ). На э",супер компьютеров | супер-компьютеров,LOW,SPELLING
2016-06-21-a-nevedoma-zverushka.md:body,ПФлопс,"""А неведома зверушка""
Китайцы опять возглавили  суперкомпьютеров по версии  (High Perfomance ). На э",Флокс | Полос | Полоса,LOW,SPELLING
2016-06-21-a-nevedoma-zverushka.md:body,суперкомпьютер,"""А неведома зверушка""
Китайцы опять возглавили  суперкомпьютеров по версии  (High Perfomance ). На э",супер компьютер | супер-компьютер,LOW,SPELLING
2016-06-23-geomagic-design-x-spetsializirovannoe.md:body,чем-то,"В чем-то оно может дать фору даже .

Geomagic Design X Product Overview",четно | четою | четой | четок | чебот,LOW,SPELLING
2016-06-24-vsegda-hotel-chto-nibud-vzorvat-tak-cht.md:body,боеприпаса,Так что я сделал простейший проект моделирующий подрыв сферического боеприпаса в вакууме.  Проект   ,боеприпасах | боеприпасам | боеприпасы | бое припаса | бое-припаса,LOW,SPELLING
2016-06-25-osnovy-rabota-metoda-konechnyh-elementov.md:title,блоге,Основы работа метода конечных элементов в блоге .,боге | логе | благе | блохе | блоке,LOW,SPELLING
2016-06-27-padtinc-podgotovili-horoshiy-obzor-progr.md:body,тренды,"Тут и работа с 3D сканерами, и подготовка геометрии, и топологическая оптимизация с генерацией балоч",аренды | торены | стенды | тред | трудны,LOW,SPELLING
2016-06-28-kompaniya-calyos-pokazala-bezzhidkostnye.md:title,безжидкостные,Компания  показала безжидкостные системы охлаждения на проходящей  выставке   2016. Тепловые трубки ,без жидкостные | без-жидкостные,LOW,SPELLING
2016-06-28-kompaniya-calyos-pokazala-bezzhidkostnye.md:title,охлаждениям,Компания  показала безжидкостные системы охлаждения на проходящей  выставке   2016. Тепловые трубки ,охлаждения | охлаждением | ограждение,LOW,SPELLING
2016-06-28-offtopik-kto-nibud-znaet-sposob-kak-s.md:title,паблики,"Оффтопик: кто-нибудь знает способ, как синхронизировать паблики или группы в  и ?",публики | Павлики | па блики | па-блики | паб лики,LOW,SPELLING
2016-06-28-offtopik-kto-nibud-znaet-sposob-kak-s.md:body,как-то,"Хочется воскресить умершее зеркало MDPD в Фейсбуке, но в ручную шокировать новости туда как-то очень",факто | какао | акт,LOW,SPELLING
2016-06-29-fluidity-cfd-kod-obschego-naznacheniya-s.md:title,качесвте,Fluidity -  код общего назначения с открытым исходным кодом. Основной акцент при разработке кода соз,качестве | качеств | ткачестве | качества | качество,LOW,SPELLING
2016-06-30-demonstratsiyamaster-klass-po-gibke-metal.md:title,гибке,Демонстрация/мастер класс по гибке металла в  .,гибкие | гибкое | грибке | гике | гибка,LOW,SPELLING
2016-06-30-demonstratsiyamaster-klass-po-gibke-metal.md:body,гибке,Демонстрация/мастер класс по гибке металла в  . Ничего невозможного не делают. На мой вкус слишком п,гибкие | гибкое | грибке | гике | гибка,LOW,SPELLING
2016-07-01-msc-software-sovmestno-s-xflow-priglash.md:body,изместно,Как изместно для  кода XFlow основной фишкой является работа с подвижной геометрией - вот они и неал,известно | известною | известное | известной | известном,LOW,SPELLING
2016-07-01-msc-software-sovmestno-s-xflow-priglash.md:body,неализовали,Как изместно для  кода XFlow основной фишкой является работа с подвижной геометрией - вот они и неал,реализовали | легализовали | назализовали | реализовал | реализовала,LOW,SPELLING
2016-07-01-na-dnyah-moy-horoshiy-znakomyy-zadal-mne.md:body,той-же,""" - сказал мне он. И действительно, как так? Существует популярное заблуждение, что решатель  на раз",тоже | той | Оже | тройке | тройне,LOW,SPELLING
2016-07-03-kogda-vy-uvidite-dannoe-soobschenie-poydet.md:body,публиковано,"Знала посвящен обзору волшебных технологий движущих ,  и . За год, что прошел, было публиковано 700+",опубликовано | публиковало | дублированный,LOW,SPELLING
2016-07-03-kogda-vy-uvidite-dannoe-soobschenie-poydet.md:body,Вконтакте,"Знала посвящен обзору волшебных технологий движущих ,  и . За год, что прошел, было публиковано 700+",Контакте | Контактен | Контракте | Контакт | Контакта,LOW,SPELLING
2016-07-03-kogda-vy-uvidite-dannoe-soobschenie-poydet.md:body,найм,"Знала посвящен обзору волшебных технологий движущих ,  и . За год, что прошел, было публиковано 700+",найма | найме | найми | найму | нам,LOW,SPELLING
2016-07-03-vyshel-novyy-starccm+-v1104-odin-iz-s.md:title,навороченых,Вышел новый + v11.04 - один из самых навороченых  кодов.,навороченных | наворочены | наволоченных,LOW,SPELLING
2016-07-04-bill-nitsberg-bill-nitzberg-ceo-podraz.md:title,Ницберг,"Билл Ницберг (Bill Nitzberg), CEO подразделения  Works компании , рассказывает про новости с  2016.",Низверг | Ридберг | Ридберга | Ридберге | Ридберги,LOW,SPELLING
2016-07-04-dlya-samyh-otyavlennyh-gikov-v-moey-audit.md:title,паблика,Для самых отъявленных гиков в моей аудитории запущена трансляция данного паблика на канале MagicDPD ,публика | Павлика | па блика | па-блика | паб лика,LOW,SPELLING
2016-07-04-dlya-samyh-otyavlennyh-gikov-v-moey-audit.md:title,мененджере,Для самых отъявленных гиков в моей аудитории запущена трансляция данного паблика на канале MagicDPD ,менеджере | менеджер | менеджера | менеджеру | менеджеры,LOW,SPELLING
2016-07-04-na-proshedshey-v-germanii-hpc-konferentsii.md:title,числодробилку,На прошедшей в Германии  конференции  выкатила свою новую числодробилку.,число дробилку | число-дробилку,LOW,SPELLING
2016-07-04-na-proshedshey-v-germanii-hpc-konferentsii.md:body,двухчиповой,На смену двухчиповой  приходит . А для полной неразберихи еще есть  M60 которая конечно имеет бренд ,двухчасовой | двухчасовою | двухчасовое | двухчасовом,LOW,SPELLING
2016-07-04-na-proshedshey-v-germanii-hpc-konferentsii.md:body,бренд,На смену двухчиповой  приходит . А для полной неразберихи еще есть  M60 которая конечно имеет бренд ,бренди | бред | бленд | бренный,LOW,SPELLING
2016-07-04-na-proshedshey-v-germanii-hpc-konferentsii.md:body,Теслы,На смену двухчиповой  приходит . А для полной неразберихи еще есть  M60 которая конечно имеет бренд ,Теплы | Тесла | Тесны | Тесты | Тепел,LOW,SPELLING
2016-07-04-na-proshedshey-v-germanii-hpc-konferentsii.md:body,24Gb,На смену двухчиповой  приходит . А для полной неразберихи еще есть  M60 которая конечно имеет бренд ,А | И | К | О | Я,LOW,SPELLING
2016-07-04-na-proshedshey-v-germanii-hpc-konferentsii.md:body,16Gb,На смену двухчиповой  приходит . А для полной неразберихи еще есть  M60 которая конечно имеет бренд ,А | И | К | О | Я,LOW,SPELLING
2016-07-04-na-proshedshey-v-germanii-hpc-konferentsii.md:body,16Gb,На смену двухчиповой  приходит . А для полной неразберихи еще есть  M60 которая конечно имеет бренд ,А | И | К | О | Я,LOW,SPELLING
2016-07-06-my-nemnogo-izuchili-rabotu-dem-koda-roc.md:body,тут-то,"Получились интересные данные. Спасибо нашим друзьям из компании  за тестовый стенды.

Так как Rocky ",тут | туфтою | туфтой | туго | тупо,LOW,SPELLING
2016-07-06-my-nemnogo-izuchili-rabotu-dem-koda-roc.md:body,Aппаратное,"Получились интересные данные. Спасибо нашим друзьям из компании  за тестовый стенды.

Так как Rocky ",Аппаратное | Аппаратно | Аппаратною | Аппаратной | Аппаратном,LOW,SPELLING
2016-07-07-britanskaya-kompaniya-wilde-analysis-od.md:body,лагранжевой,"Design Environment for FORMing является специализированным кодом, разработанным Scientific Forming T",Лагранжем | Лагранж | Лагранже,LOW,SPELLING
2016-07-08-shapr3d-naveno-pervyy-neoblachnyy-cad.md:title,навено,Shapr3D - навено первый необлачный  рассчитанный на работы на планшете.  ( ) рассчитан на работу с  ,навеяно | наверно | навечно | навело,LOW,SPELLING
2016-07-08-shapr3d-naveno-pervyy-neoblachnyy-cad.md:title,необлачный,Shapr3D - навено первый необлачный  рассчитанный на работы на планшете.  ( ) рассчитан на работу с  ,не облачный | не-облачный | облачный | безоблачный | надоблачный,LOW,SPELLING
2016-07-09-vyshel-openfoam-4-i-prines-kuchu-interesn.md:body,загрубления,"Например, теперь у него есть динамическая сеточная адаптация гексаэдральных сеток, причем как в стор",заглубления | огрубления | награбления | заглублению | заглубление,LOW,SPELLING
2016-07-11-kompaniya-exa-razrabotchik-cfd-kodov.md:title,снованных,"Компания  - разработчик  кодов, снованных на метод решёточных уравнений Больцмана (Lattice   Method)",основанных | скованных | кованных,LOW,SPELLING
2016-07-11-kompaniya-exa-razrabotchik-cfd-kodov.md:title,решёточных,"Компания  - разработчик  кодов, снованных на метод решёточных уравнений Больцмана (Lattice   Method)",решеточных | нешуточных | решеточные | решеточный | решеточным,LOW,SPELLING
2016-07-11-konets-pervogo-rabochego-dnya-posle-otpuska.md:title,мен,"Конец первого рабочего дня после отпуска... отсыпьте мен каких-нибудь таблеток, ну как  показывает с",мне | меню | мена | мене | меня,LOW,SPELLING
2016-07-13-i-smeh-i-greh-nebolshaya-indiyskaya-kompa.md:title,софта,"И смех и грех: небольшая индийская компания Kaizenat Technologies Pvt Ltd, специализирующаяся на вне",софита | софа | кофта | сорта | соф та,LOW,SPELLING
2016-07-13-vse-v-uchebnom-kurse-ot-edx-po-ansys-m.md:title,почему-то,"Все в учебном курсе от  по   и  было хорошо, кроме одного ""НО"". Последнем факультативном задании с  ",почему | почемучка | почесуха,LOW,SPELLING
2016-07-13-vse-v-uchebnom-kurse-ot-edx-po-ansys-m.md:title,Мизесу,"Все в учебном курсе от  по   и  было хорошо, кроме одного ""НО"". Последнем факультативном задании с  ",Мизеру | Бизнесу | Мизер | Мазеру | Минеру,LOW,SPELLING
2016-07-14-ansys-v-svoem-bloge-rasskazali-kak-skre.md:title,блоге," в своем блоге рассказали как скрепить их ,   или  с .",боге | логе | благе | блохе | блоке,LOW,SPELLING
2016-07-15-svezhaya-prezentatsiya-po-razvitiyu-ls-prepos.md:title,перпоста,Свежая презентация по развитию LS-PrePost 4.3 от  - наверно лучшего (а еще и совершенно бесплатного),пер поста | пер-поста | непроста | перста | форпоста,LOW,SPELLING
2016-07-15-svezhaya-prezentatsiya-po-razvitiyu-ls-prepos.md:body,настроки,"Мне больше всего понравились 3 фишки:
- Специальный модуль для настроки задач акустики решаемых мето",настройки | настрочи | на строки | на-строки | настроить,LOW,SPELLING
2016-07-15-svezhaya-prezentatsiya-po-razvitiyu-ls-prepos.md:body,решателм,"Мне больше всего понравились 3 фишки:
- Специальный модуль для настроки задач акустики решаемых мето",решаем | вешателем | вешателям | вешателю | вешателе,LOW,SPELLING
2016-07-15-svezhaya-prezentatsiya-po-razvitiyu-ls-prepos.md:body,нерегулятной,"Мне больше всего понравились 3 фишки:
- Специальный модуль для настроки задач акустики решаемых мето",нерегулярной | нерегулярно | нерегулярною | нерегулярное | нерегулярном,LOW,SPELLING
2016-07-15-svezhaya-prezentatsiya-po-razvitiyu-ls-prepos.md:body,простаноственной,"Мне больше всего понравились 3 фишки:
- Специальный модуль для настроки задач акустики решаемых мето",пространственной | пространственный | пространственно | пространственною | пространственное,LOW,SPELLING
2016-07-17-predstavlyayu-vam-moloduyu-kompaniyu-precise.md:body,сдалал,"Компания основана в 2012 году, и уже сдалал такой интересных продукт.

FEATool Multiphysics",сдала | сдавал | сделал | сдавать | сделать,LOW,SPELLING
2016-07-17-znalil-li-vy-chto-matlab-tozhe-umeet-vy.md:title,Зналил,"Зналил ли вы, что   тоже умеет выполнять расчеты методом коненых элеметнов?",Налил | Залил | Знали | Значил | Знал ил,LOW,SPELLING
2016-07-17-znalil-li-vy-chto-matlab-tozhe-umeet-vy.md:title,коненых,"Зналил ли вы, что   тоже умеет выполнять расчеты методом коненых элеметнов?",конечных | конченых | конных | коневых | кошеных,LOW,SPELLING
2016-07-17-znalil-li-vy-chto-matlab-tozhe-umeet-vy.md:title,элеметнов,"Зналил ли вы, что   тоже умеет выполнять расчеты методом коненых элеметнов?",элементов | элемент | элементом,LOW,SPELLING
2016-07-17-znalil-li-vy-chto-matlab-tozhe-umeet-vy.md:body,невадно,"Вышедшая невадно версия 2016a имеет обновленный модуль  спосбный рашеть 3D задачи FEM и даже CFD!

Б",неладно | неважно | невидно | нещадно | неладный,LOW,SPELLING
2016-07-17-znalil-li-vy-chto-matlab-tozhe-umeet-vy.md:body,2016a,"Вышедшая невадно версия 2016a имеет обновленный модуль  спосбный рашеть 3D задачи FEM и даже CFD!

Б",а | и | к | о | я,LOW,SPELLING
2016-07-17-znalil-li-vy-chto-matlab-tozhe-umeet-vy.md:body,спосбный,"Вышедшая невадно версия 2016a имеет обновленный модуль  спосбный рашеть 3D задачи FEM и даже CFD!

Б",способный | способны | способней | способной | способные,LOW,SPELLING
2016-07-17-znalil-li-vy-chto-matlab-tozhe-umeet-vy.md:body,рашеть,"Вышедшая невадно версия 2016a имеет обновленный модуль  спосбный рашеть 3D задачи FEM и даже CFD!

Б",радеть | рашель | алеть,LOW,SPELLING
2016-07-17-znalil-li-vy-chto-matlab-tozhe-umeet-vy.md:body,побродно,"Вышедшая невадно версия 2016a имеет обновленный модуль  спосбный рашеть 3D задачи FEM и даже CFD!

Б",породною | породное | породной | породном | породный,LOW,SPELLING
2016-07-18-interesnuyu-temu-podskazali-mne-kollegi.md:body,зарада,Примером такого процесса является Explosion Bulge Test. В ходи данного испытания ударная волна от по,фарада | парада | запада | зараза | заряда,LOW,SPELLING
2016-07-19-uzhe-v-ansys-meshing-16-byla-realizovan.md:title,распарелелить,Уже в   16 была реализована возможность распарелелить сеткопостроение для сборок.,распределить | распределит | распределите | распределишь,LOW,SPELLING
2016-07-19-uzhe-v-ansys-meshing-16-byla-realizovan.md:body,поврехностях,В 17-ой версии она получила новое улучшение. Теперь можно обработать сборку Contact Match Group - за,поверхностях | поверхностям | погрешностях | потребностях | поверхность,LOW,SPELLING
2016-07-19-uzhe-v-ansys-meshing-16-byla-realizovan.md:body,комформную,В 17-ой версии она получила новое улучшение. Теперь можно обработать сборку Contact Match Group - за,комфортную | конформную | комфортный | конформный,LOW,SPELLING
2016-07-19-uzhe-v-ansys-meshing-16-byla-realizovan.md:body,корости,В 17-ой версии она получила новое улучшение. Теперь можно обработать сборку Contact Match Group - за,скорости | короста | коросте | коросту | коросты,LOW,SPELLING
2016-07-19-uzhe-v-ansys-meshing-16-byla-realizovan.md:body,стетках,В 17-ой версии она получила новое улучшение. Теперь можно обработать сборку Contact Match Group - за,сетках | стеках | тетках | эстетках | снетках,LOW,SPELLING
2016-07-19-uzhe-v-ansys-meshing-16-byla-realizovan.md:body,помощу,В 17-ой версии она получила новое улучшение. Теперь можно обработать сборку Contact Match Group - за,поморщу | погощу | полощу | помещу | помогу,LOW,SPELLING
2016-07-22-zametka-na-portale-autodesk-o-tom-kak.md:title,когезивного,"Заметка на портале  о том, как идентифицировать параметры когезивного слоя для композитов на основе ",когезионного | когезионный | когезионною | когезионное | когезионной,LOW,SPELLING
2016-07-22-zametka-na-portale-autodesk-o-tom-kak.md:title,экспериметнов,"Заметка на портале  о том, как идентифицировать параметры когезивного слоя для композитов на основе ",экспериментов | эксперимент | экспериментом,LOW,SPELLING
2016-07-23-cfd-support-rasprostranyayut-v-kachestve-u.md:title,присера, Support распространяют в качестве учебного присера задачу о внешней аэродинамике Ahmed Body в .,примера | присела | присева | призера | при сера,LOW,SPELLING
2016-07-23-cfd-support-rasprostranyayut-v-kachestve-u.md:body,Ахмеда,"Тело Ахмеда в первый раз было представлено в 1984 году в статье S.R. Ahmed, G. Ramm, Some Salient Fe",Ах меда | Ах-меда | Архимеда | Меда | Амеба,LOW,SPELLING
